author,passage_id,n_tokens,n_sentences,n_vocab,type_token_ratio,avg_word_len,std_word_len,median_word_len,max_word_len,word_len_1_frac,word_len_2_frac,word_len_3_frac,word_len_4_frac,word_len_5_frac,word_len_6_frac,avg_sent_len,std_sent_len,median_sent_len,max_sent_len,min_sent_len,hapax_ratio,hapax_dis_ratio,yule_k,simpson_d,brunet_w,honore_r,fw_the,fw_be,fw_to,fw_of,fw_and,fw_a,fw_in,fw_that,fw_have,fw_i,fw_it,fw_for,fw_not,fw_on,fw_with,fw_he,fw_as,fw_you,fw_do,fw_at,fw_this,fw_but,fw_his,fw_by,fw_from,fw_they,fw_we,fw_say,fw_her,fw_she,fw_or,fw_an,fw_will,fw_my,fw_one,fw_all,fw_would,fw_there,fw_their,fw_what,fw_so,fw_up,fw_out,fw_if,fw_about,fw_who,fw_get,fw_which,fw_go,fw_me,cat_hedge_rate,cat_amplifier_rate,cat_discourse_rate,cat_conj_rate,punct_comma_rate,punct_period_rate,punct_semicolon_rate,punct_colon_rate,punct_excl_rate,punct_question_rate,punct_dash_rate,punct_paren_rate,punct_apost_rate,punct_dquote_rate,contraction_rate,pronoun_start_rate,avg_paragraph_len,pos_noun,pos_verb,pos_adj,pos_adv,pos_pron,pos_det,pos_prep,pos_conj,pos_modal,uppercase_ratio,char_a_rate,char_e_rate,char_i_rate,char_o_rate,char_u_rate
Eliezer Yudkowsky,0,5870,281,1465,0.2495741056218058,4.655025553662692,2.635765884258556,4.0,18,0.030834752981260646,0.19454855195911414,0.17819420783645656,0.17666098807495742,0.12180579216354344,0.07308347529812606,24.202846975088967,14.091899407298117,23.0,93,2,0.14275979557069846,0.041396933560477,80.823869819978,0.0080837641138741,11.902102904799193,2027.54362396881,0.03304940374787053,0.014821124361158433,0.039011925042589435,0.02708688245315162,0.025724020442930155,0.02333901192504259,0.013628620102214651,0.029642248722316866,0.005792163543441226,0.006643952299829642,0.015843270868824533,0.007836456558773424,0.014991482112436116,0.00545144804088586,0.003577512776831346,0.0017035775127768314,0.005621805792163544,0.011073253833049404,0.004770017035775128,0.0034071550255536627,0.004770017035775128,0.004940374787052811,0.0015332197614991482,0.005110732538330494,0.0040885860306643955,0.010051107325383305,0.0040885860306643955,0.0020442930153321977,0.0,0.0,0.0030664395229982964,0.004940374787052811,0.002214650766609881,0.0017035775127768314,0.00272572402044293,0.005621805792163544,0.009540034071550256,0.003747870528109029,0.006303236797274276,0.002214650766609881,0.002385008517887564,0.001192504258943782,0.00272572402044293,0.009369676320272573,0.004429301533219762,0.0020442930153321977,0.0010221465076660989,0.0015332197614991482,0.001192504258943782,0.0008517887563884157,0.008858603066439524,0.0032367972742759796,0.001362862010221465,0.04872231686541738,0.05434412265758092,0.04514480408858603,0.004429301533219762,0.002896081771720613,0.002385008517887564,0.0020442930153321977,0.017035775127768313,0.0020442930153321977,0.018398637137989778,0.007836456558773424,0.017035775127768313,0.2206405693950178,5870.0,0.21277683134582626,0.19574105621805793,0.09608177172061329,0.07512776831345827,0.07086882453151619,0.10051107325383304,0.12657580919931857,0.03424190800681431,0.0293015332197615,0.016578663487196957,0.08328583642063266,0.1206896551724138,0.0744157879737817,0.0798304360216586,0.03327158734682246
Eliezer Yudkowsky,1,2999,129,804,0.26808936312104037,4.415805268422807,2.5108295505210045,4.0,16,0.061020340113371124,0.20373457819273091,0.16605535178392797,0.16805601867289097,0.12170723574524842,0.08502834278092697,26.953488372093023,15.940227724981957,23.0,83,2,0.15171723907969323,0.04434811603867956,99.93994886146888,0.009997328440144936,12.596968563619502,1844.370051494041,0.04101367122374125,0.012337445815271757,0.03934644881627209,0.02634211403801267,0.019006335445148383,0.03167722574191397,0.00766922307435812,0.028009336445481828,0.006668889629876626,0.029343114371457153,0.019006335445148383,0.004668222740913638,0.017005668556185394,0.00266755585195065,0.0040013337779259755,0.00033344448149383126,0.0106702234078026,0.015005001667222408,0.009003001000333445,0.003667889296432144,0.006002000666888963,0.006668889629876626,0.00033344448149383126,0.003667889296432144,0.0020006668889629878,0.007002334111370457,0.0,0.0016672224074691564,0.0,0.0,0.004668222740913638,0.006335445148382794,0.004334778259419807,0.010336778926308769,0.0006668889629876625,0.0020006668889629878,0.0053351117039013,0.003667889296432144,0.002334111370456819,0.0030010003334444814,0.00266755585195065,0.002334111370456819,0.002334111370456819,0.0056685561853951315,0.015005001667222408,0.0010003334444814939,0.00266755585195065,0.00266755585195065,0.0020006668889629878,0.006002000666888963,0.006335445148382794,0.0030010003334444814,0.0010003334444814939,0.043014338112704234,0.04534844948316105,0.04034678226075358,0.007335778592864288,0.0020006668889629878,0.00033344448149383126,0.002334111370456819,0.023674558186062022,0.00266755585195065,0.02567522507502501,0.012004001333777926,0.025008336112037347,0.2868217054263566,2999.0,0.19673224408136045,0.2164054684894965,0.08402800933644548,0.08069356452150717,0.08136045348449483,0.1140380126708903,0.1247082360786929,0.03101033677892631,0.016672224074691565,0.01585144927536232,0.07905419841891603,0.11587493768250125,0.07848443843031123,0.08147567837048643,0.031906559361868814
Eliezer Yudkowsky,2,10026,477,1799,0.17943347297027729,4.354777578296429,2.2656036545717737,4.0,17,0.035108717334929186,0.1779373628565729,0.19768601635747057,0.208557749850389,0.13056054258926791,0.09046479154199083,25.81970649895178,17.02436869530279,23.0,129,2,0.09924197087572312,0.02712946339517255,77.39760922419583,0.007740532968396881,12.65737861734861,2061.4519476473115,0.036505086774386596,0.009475364053461001,0.03171753441053261,0.027029722720925593,0.02284061440255336,0.022341911031318572,0.012966287652104528,0.027328944743666466,0.0052862557350887695,0.012766806303610613,0.01526032315978456,0.0052862557350887695,0.010273289447436666,0.0042888489926191905,0.005784959106323559,0.003989626969878316,0.00718132854578097,0.019349690803909834,0.004887293038100937,0.007081587871534012,0.0018950728106922003,0.0052862557350887695,0.003391182924396569,0.0037901456213844005,0.0024935168561739476,0.003191701575902653,0.0034909235986435266,0.002094554159186116,0.0014961101137043686,0.0023937761819269898,0.005086774386594853,0.0027927388789148215,0.0018950728106922003,0.0016955914621982844,0.002593257530420906,0.005884699780570516,0.005685218432076601,0.005385996409335727,0.002194294833433074,0.002593257530420906,0.003590664272890485,0.0027927388789148215,0.002094554159186116,0.00668262517454618,0.006084181129064433,0.0018950728106922003,0.0016955914621982844,0.002194294833433074,0.0008976660682226212,0.003391182924396569,0.012068621583881906,0.003989626969878316,0.0004987033712347895,0.046379413524835426,0.06892080590464791,0.06283662477558348,0.004189108318372232,0.0004987033712347895,0.0027927388789148215,0.003590664272890485,0.023439058448035108,0.0005984440454817474,0.02952323957709954,0.03770197486535009,0.027927388789148213,0.11740041928721175,10026.0,0.20267305006981848,0.19239976062238182,0.09315778974665868,0.07899461400359067,0.07979253939756632,0.10323159784560143,0.1341512068621584,0.03361260722122482,0.02373828047077598,0.018868885005005685,0.0855225772610045,0.11625213096122744,0.06722909472395856,0.07811338899331206,0.03427022773965118
Eliezer Yudkowsky,3,23082,1060,3544,0.15353955463131444,4.866432718135344,2.7348151240390455,4.0,19,0.030716575686682263,0.17472489385668485,0.17468157005458798,0.17585131271120352,0.11688761805736071,0.0749501776275886,26.20754716981132,16.689289855186065,24.0,110,3,0.08006238627501949,0.024564595788926436,75.23611246908575,0.007523937212475358,11.7433608970595,2099.4038248996676,0.03578546053201629,0.0070184559396932675,0.0363919937613725,0.03149640412442596,0.021835196256823498,0.020232215579239234,0.012563902608092887,0.025301100424573262,0.007235074950177628,0.01048436010744303,0.012477255003899143,0.0070617797417901395,0.011827397972446061,0.004982237241140283,0.004462351615977818,0.0007365046356468244,0.0077116367732432195,0.01282384542067412,0.0033792565635560176,0.003985789792912226,0.004115761199202842,0.005588770470496491,0.001776275885971753,0.004635646824365306,0.00472229442855905,0.005848713283077723,0.005155532449527771,0.0012997140629061607,0.0025127805216185774,0.002079542500649857,0.0034225803656528896,0.003899142188718482,0.004202408803396586,0.0030326661467810416,0.004029113595009098,0.0048089420327527945,0.008231522398405683,0.002339485313231089,0.010441036305346157,0.0033792565635560176,0.0029460185425872975,0.002296161511134217,0.0017329520838748808,0.005848713283077723,0.002686075730006065,0.0010830950524218005,0.0002599428125812321,0.0038124945845247377,0.0007798284377436964,0.00320596135516853,0.009357941252924357,0.0027727233341998093,0.0015163330733905208,0.04419027813880946,0.06260289402998007,0.03955463131444416,0.00749501776275886,0.002642751927909193,0.004765618230655922,0.004029113595009098,0.023091586517632788,0.0012130664587124166,0.019235768131011178,0.0415042024088034,0.009487912659214972,0.12264150943396226,23082.0,0.21098691621176674,0.19759986136383328,0.09162984143488431,0.0749501776275886,0.0843947664847067,0.09994801143748376,0.12875833983190366,0.03158305172861971,0.024954510007798286,0.01947905025060165,0.07756503820726367,0.11271572078646862,0.08130849145702757,0.07540997681806474,0.03550270455911393
Eliezer Yudkowsky,4,4875,157,1184,0.24287179487179486,4.5068717948717945,2.652005329107528,4.0,18,0.04841025641025641,0.20492307692307693,0.18133333333333335,0.18133333333333335,0.10092307692307692,0.07302564102564102,36.01273885350319,19.132453923520217,34.0,106,4,0.13435897435897437,0.03958974358974359,99.8686127547666,0.00998891028271414,12.355810820889909,1900.6390272180388,0.05476923076923077,0.008205128205128205,0.042666666666666665,0.020717948717948718,0.020102564102564103,0.02317948717948718,0.01723076923076923,0.030153846153846153,0.0034871794871794873,0.0036923076923076922,0.019076923076923078,0.008615384615384615,0.004717948717948718,0.005743589743589744,0.0043076923076923075,0.00020512820512820512,0.005538461538461538,0.014358974358974359,0.0010256410256410256,0.003076923076923077,0.007794871794871795,0.004923076923076923,0.00020512820512820512,0.0022564102564102562,0.005333333333333333,0.0020512820512820513,0.011897435897435898,0.00041025641025641023,0.0,0.0,0.0043076923076923075,0.007794871794871795,0.0024615384615384616,0.00041025641025641023,0.0020512820512820513,0.0020512820512820513,0.007589743589743589,0.0018461538461538461,0.001435897435897436,0.0022564102564102562,0.0022564102564102562,0.003076923076923077,0.0018461538461538461,0.010051282051282051,0.0036923076923076922,0.0008205128205128205,0.002871794871794872,0.003076923076923077,0.001435897435897436,0.0008205128205128205,0.00676923076923077,0.0045128205128205125,0.0006153846153846154,0.04451282051282051,0.043076923076923075,0.03323076923076923,0.001435897435897436,0.0034871794871794873,0.00041025641025641023,0.001435897435897436,0.00882051282051282,0.005948717948717949,0.0038974358974358976,0.0026666666666666666,0.0038974358974358976,0.1464968152866242,4875.0,0.21599999999999997,0.19733333333333333,0.09046153846153845,0.06297435897435898,0.07035897435897435,0.12553846153846154,0.128,0.029538461538461538,0.019076923076923078,0.019327433628318583,0.07692307692307693,0.12309469848464649,0.08007821179398303,0.07612318357552326,0.032973381326934184
Eliezer Yudkowsky,5,3893,176,1048,0.2692011302337529,4.6116105830978675,2.5602804560789036,4.0,18,0.03056768558951965,0.18674544053429232,0.17852555869509376,0.19522219368096583,0.11584895967120473,0.0863087593115849,26.40909090909091,16.42001021732904,21.0,80,2,0.14436167480092474,0.04931929103519137,78.17782237926438,0.007819790917843685,12.175651584937295,1782.664247797481,0.0382738248137683,0.005651168764449011,0.03776008219881839,0.023632160287695863,0.021063447212946312,0.025173388132545594,0.010788594913948112,0.031338299511944515,0.0046236835345491905,0.004880554842024146,0.014384793218597482,0.006421782686873876,0.011559208836372977,0.009504238376573337,0.004880554842024146,0.0030824556896994607,0.005651168764449011,0.011816080143847931,0.005394297456974056,0.0046236835345491905,0.008990495761623427,0.005394297456974056,0.0012843565373747753,0.004366812227074236,0.004109940919599281,0.007192396609298741,0.003853069612124326,0.0025687130747495505,0.0,0.0,0.006421782686873876,0.006935525301823786,0.005137426149499101,0.00025687130747495504,0.005651168764449011,0.004880554842024146,0.005137426149499101,0.0035961983046493705,0.0020549704597996403,0.0023118417672745952,0.0020549704597996403,0.0033393269971744156,0.0023118417672745952,0.010017980991523246,0.0025687130747495505,0.0015412278448497304,0.0017980991523246853,0.0020549704597996403,0.0015412278448497304,0.0,0.005908040071923966,0.0023118417672745952,0.0007706139224248652,0.045723092730542,0.05265861803236579,0.04495247880811713,0.003853069612124326,0.0061649113793989215,0.0030824556896994607,0.0035961983046493705,0.024145902902645774,0.0030824556896994607,0.019008476753146673,0.010274852298998202,0.019008476753146673,0.1590909090909091,3893.0,0.20806575905471358,0.2039558181351143,0.08759311584895968,0.07474955047521192,0.0606216285640894,0.11867454405342923,0.12689442589262778,0.032879527356794246,0.021577189827896224,0.01982942430703625,0.08368994095661124,0.11554086994203998,0.07269378690211797,0.07989816369644115,0.03401765884838308
Eliezer Yudkowsky,6,2619,95,756,0.28865979381443296,4.628865979381444,2.5137466831713438,4.0,17,0.036273386788850705,0.18403970981290568,0.15922107674684993,0.19931271477663232,0.11225658648339061,0.10614738449789997,32.536842105263155,16.496768759408162,31.0,85,6,0.16151202749140894,0.05078274150439099,78.96592600756857,0.007899608869893892,12.392515792009316,1786.8270782125617,0.03360061092019855,0.006872852233676976,0.038182512409316534,0.032836960672012215,0.018327605956471937,0.024818633066055747,0.018327605956471937,0.026727758686521573,0.012982054219167621,0.011072928598701794,0.008018327605956471,0.007254677357770141,0.006872852233676976,0.0057273768613974796,0.002672775868652157,0.0,0.007254677357770141,0.008781977854142803,0.006872852233676976,0.006872852233676976,0.004200076365024819,0.0057273768613974796,0.0,0.002672775868652157,0.0038182512409316535,0.009163802978235968,0.0030546009927453228,0.0007636502481863307,0.0,0.0,0.0057273768613974796,0.0038182512409316535,0.0019091256204658267,0.0030546009927453228,0.0038182512409316535,0.004963726613211149,0.008018327605956471,0.004963726613211149,0.005345551737304314,0.006872852233676976,0.0019091256204658267,0.0038182512409316535,0.0030546009927453228,0.005345551737304314,0.0019091256204658267,0.0019091256204658267,0.003436426116838488,0.005345551737304314,0.0015273004963726614,0.0019091256204658267,0.006491027109583811,0.0019091256204658267,0.001145475372279496,0.045437189767086675,0.051928216876670485,0.0286368843069874,0.010691103474608629,0.003436426116838488,0.002672775868652157,0.005345551737304314,0.026727758686521573,0.003436426116838488,0.037800687285223365,0.004581901489117984,0.025964108438335243,0.23157894736842105,2619.0,0.2302405498281787,0.17907598319969453,0.1057655593738068,0.07292859870179458,0.05994654448262696,0.10080183276059565,0.1366933944253532,0.030927835051546393,0.023291332569683087,0.014690320572673514,0.08077645585472762,0.12038196618659988,0.06590482154038822,0.08876017532874139,0.03162179085785848
Eliezer Yudkowsky,7,7357,337,1332,0.18105205926328666,4.668478999592225,2.693697058683265,4.0,18,0.03384531738480359,0.1792850346608672,0.18553758325404376,0.1943727062661411,0.12110914775044175,0.07734130759820579,27.03560830860534,18.375862498201528,23.0,86,2,0.09392415386706537,0.02827239363871143,88.19511132369544,0.00882071008711837,13.238136854557995,1850.1308606161895,0.04675818947940737,0.010602147614516787,0.036291966834307465,0.025146119342123147,0.022155770014951746,0.019437270626614107,0.013184722033437542,0.031126817996465952,0.004485523990757102,0.010738072583933668,0.014272121788772598,0.005029223868424629,0.011417697431018078,0.004077749082506457,0.0036699741742558106,0.0016310996330025826,0.005844773684925921,0.019165420687780346,0.003805899143672693,0.0048932988990077475,0.004213674051923339,0.005572923746092157,0.0012233247247519369,0.003534049204838929,0.004621448960173984,0.006660323501427212,0.008835123012097322,0.006524398532010331,0.0,0.0,0.004757373929590866,0.0036699741742558106,0.00434959902134022,0.0024466494495038738,0.0019029495718363464,0.0048932988990077475,0.005165148837841511,0.005165148837841511,0.0029903493271714013,0.005844773684925921,0.0029903493271714013,0.0017670246024194644,0.003805899143672693,0.0054369987766752755,0.005980698654342803,0.0019029495718363464,0.0013592496941688189,0.0027184993883376377,0.001087399755335055,0.0008155498165012913,0.00937882288976485,0.00217479951067011,0.001087399755335055,0.04512708984640478,0.059806986543428024,0.038058991436726926,0.0028544243577545195,0.0006796248470844094,0.006524398532010331,0.0072040233790947395,0.02732091885279326,0.0006796248470844094,0.0464863395405736,0.0524670381949164,0.027184993883376377,0.08902077151335312,7357.0,0.20592632866657604,0.1957319559603099,0.08644828054913688,0.07815685741470708,0.07924425717004213,0.10914775044175616,0.1281772461601196,0.032621992660051655,0.024466494495038738,0.01884128314874465,0.07469019585803804,0.12105544159384045,0.07623570404923147,0.0842723466434372,0.030067159355944586
Eliezer Yudkowsky,8,1494,61,534,0.357429718875502,4.835341365461847,2.9342977120349985,4.0,17,0.040829986613119144,0.1934404283801874,0.1539491298527443,0.18406961178045517,0.10977242302543508,0.07630522088353414,29.83606557377049,18.247102018163705,28.0,117,6,0.22556894243641232,0.05421686746987952,85.10615420181395,0.008516315765405897,11.960502164043966,1981.2788849136728,0.04685408299866131,0.006024096385542169,0.02610441767068273,0.020080321285140562,0.01740294511378849,0.030120481927710843,0.012048192771084338,0.024096385542168676,0.00535475234270415,0.0107095046854083,0.014056224899598393,0.004685408299866131,0.006024096385542169,0.008701472556894244,0.008032128514056224,0.0,0.009370816599732263,0.004016064257028112,0.006024096385542169,0.002677376171352075,0.022757697456492636,0.002677376171352075,0.0,0.006693440428380187,0.004685408299866131,0.00535475234270415,0.009370816599732263,0.002677376171352075,0.0,0.0,0.019410977242302542,0.006024096385542169,0.0006693440428380187,0.002008032128514056,0.002677376171352075,0.002677376171352075,0.006693440428380187,0.00535475234270415,0.002008032128514056,0.00535475234270415,0.002677376171352075,0.002677376171352075,0.004685408299866131,0.004685408299866131,0.00535475234270415,0.0006693440428380187,0.002677376171352075,0.002677376171352075,0.0006693440428380187,0.0013386880856760374,0.007362784471218206,0.004685408299866131,0.0013386880856760374,0.050870147255689425,0.05488621151271754,0.03480589022757698,0.006693440428380187,0.013386880856760375,0.0,0.011378848728246318,0.04618473895582329,0.0033467202141900937,0.028112449799196786,0.024096385542168676,0.02677376171352075,0.04918032786885246,1494.0,0.21619812583668005,0.18808567603748327,0.09638554216867469,0.07295850066934405,0.0461847389558233,0.14524765729585007,0.1318607764390897,0.040829986613119144,0.012717536813922356,0.02311184482047049,0.07936713785501232,0.11023213590973933,0.07923745298923615,0.07599533134483206,0.034885228893788096
Eliezer Yudkowsky,9,3691,146,1014,0.27472229748035765,4.4445949607152535,2.51483917136549,4.0,16,0.04524519100514766,0.20807369276618803,0.17718775399620698,0.1853156326198862,0.10782985640747765,0.07179626117583311,29.28767123287671,19.089536294701,25.0,90,3,0.1552424817122731,0.050663776754267136,88.66309572421322,0.008868712366343387,12.151538417143687,1888.5813698123397,0.03467894879436467,0.013817393660254673,0.041723110268219996,0.02113248442156597,0.02790571660796532,0.021945272283933892,0.01625575724735844,0.034408019506908694,0.00541858574911948,0.014630181522622595,0.01815226225955026,0.00812787862367922,0.016526686534814414,0.00948252506095909,0.002980222162015714,0.000541858574911948,0.003793010024383636,0.008669737198591168,0.006502302898943376,0.001896505012191818,0.00948252506095909,0.004605797886751558,0.0,0.002438363587103766,0.003522080736927662,0.006502302898943376,0.011108100785694934,0.002980222162015714,0.000270929287455974,0.000541858574911948,0.003251151449471688,0.004876727174207532,0.002980222162015714,0.00270929287455974,0.000541858574911948,0.005689515036575454,0.006502302898943376,0.003522080736927662,0.00270929287455974,0.004605797886751558,0.001083717149823896,0.00135464643727987,0.00135464643727987,0.011379030073150907,0.00406393931183961,0.002438363587103766,0.001896505012191818,0.002438363587103766,0.00135464643727987,0.00270929287455974,0.005960444324031428,0.00406393931183961,0.000270929287455974,0.04903820102953129,0.04659983744242752,0.044432403142779735,0.004334868599295584,0.001896505012191818,0.00135464643727987,0.000270929287455974,0.008940666486047142,0.002167434299647792,0.010024383635871038,0.009211595773503115,0.010024383635871038,0.2534246575342466,3691.0,0.20753183419127608,0.21295041994039557,0.09645082633432674,0.06800325115144948,0.06881603901381739,0.10593335139528583,0.12489840151720401,0.03684638309401246,0.020590625846654022,0.021972884525479196,0.08519651682748883,0.11184984702282891,0.08290185926100259,0.07648858554954106,0.030418922099317486
